	Address	Id	Latitude	Longitude	Name
60	121 Via Mecenate, Taliedo-Morsenchio-Forlanini, Milano, Milano, 25, IT, 20138	1898380000000.0	45.4872511	9.2237385	Hotel Lombardia
61	77 Via Ludovico di Breme, Villapizzone-Cagnola-Boldinasco, Milano, Milano, 25, IT, 20156	2121710000000.0	45.4859983	9.1637603	UNA Hotel Scandinavia
62	Via Giovanni Battista Fauchè, Sarpi, Milano, Milano, 25, IT, 20154	2138890000000.0	45.479888	9.1962982	Hotel Principe Di Savoia
63	8 Alzaia Naviglio Grande, Porta Ticinese-Conchetta, Milano, Milano, 25, IT, 20144	2181840000000.0	45.4606597	9.1810947	Hotel Carrobbio
64	9 Viale Murillo, San Siro, Milano, Milano, 25, IT, 20149	2405180000000.0	45.5005657	9.1383663	DoubleTree By Hilton Milan
65	Corso Magenta, Duomo, Milano, Milano, 25, IT, 20123	2413770000000.0	45.4635445	9.2068649	Bianca Maria Palace Hotel
66	4 Corso Giacomo Matteotti, Duomo, Milano, Milano, 25, IT, 20121	2499670000000.0	45.4510397	9.1920911	Hotel D Este
67	4 Via Angelo Carlo Fumagalli, Porta Ticinese-Conchetta, Milano, Milano, 25, IT, 20143	2516850000000.0	45.4508673	9.1948659	Hotel Liberty
68	164 Keizersgracht, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1015 CZ	2680060000000.0	45.488764	9.183057	Hotel VIU Milan
69	49 Vijzelstraat, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1017 HE	2680060000000.0	45.4847398	9.2072916	Starhotels Echo
70	6 IJdok, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1013 MM	2783140000000.0	45.5331372	9.1711019	Hotel Da Vinci
71	Joan Muyskenweg, Oost / Watergraafsmeer, Amsterdam, Amsterdam, NH, NL, 1096	2826090000000.0	45.443502	9.1377081	Ca Bianca Hotel Corte Del Naviglio
72	548 Herengracht, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1017 CG	2929170000000.0	45.4684251	9.1834161	UNA Hotel Cusani
73	1 Roelof Hartstraat, Oud-Zuid, Amsterdam, Amsterdam, NH, NL, 1071 VE	2997890000000.0	45.480968	9.189977	NH Milano Palazzo Moscova
74	17 Piet Heinkade, Zeeburg, Amsterdam, Amsterdam, NH, NL, 1019	3015070000000.0	45.4670579	9.1427822	Antares Hotel Rubens
75	10 Roemer Visscherstraat, Oud-West, Amsterdam, Amsterdam, NH, NL, 1054 EX	3032250000000.0	45.4881471	9.2016609	Best Western Madison Hotel
76	89 Linnaeusstraat, Oost / Watergraafsmeer, Amsterdam, Amsterdam, NH, NL, 1093 EK	3049430000000.0	45.4834133	9.1666361	Hotel Mozart
77	34 Koninginneweg, Oud-Zuid, Amsterdam, Amsterdam, NH, NL, 1075 CZ	3169690000000.0	45.506502	9.1965192	Novotel Milano Nord Ca Granda
